terminal_value
24715089.096931785
3255146.399503034
27291207.184268046
26798733.795505166
8704299.710710237
38627971.02966855
10756232.85622693
21236302.005541004
34455548.1966505
60826554.951609164
7486093.0439183945
19540121.904580846
29155188.736160703
20742215.998022646
8864119.5701218
21811684.54034761
38625606.1233224
6494513.093580778
32762018.735319246
12827484.48706179
131447706.41790746
20531206.517874967
11663981.551287225
34831899.76957861
60590487.17858649
65688772.02838412
46633147.836117595
17219906.36207991
11216193.2102409
17182065.6696393
33235088.908873536
26700663.163818624
46333857.10191375
28548354.947186463
4524531.535117129
40015570.7478072
24683322.10127723
18184227.157737195
37028776.56987491
11274419.4315832
18966849.330761656
19641618.881178223
16129042.954287171
17028548.27269419
12956214.54647727
33019036.193829082
16413083.740486706
70722680.01583062
42129440.478060275
18299463.10558744
10811470.656304816
22971349.44503961
73355236.62329067
21950772.20071269
4278743.754322284
31998015.433737528
15418734.349837953
859994.7844952841
41002970.520170614
29869760.45658249
26571686.760079872
23838112.734903302
46622861.35503929
11693487.374136679
63254231.93213905
2970504.208232126
10017166.6326858
11181016.22175517
25235515.258874796
32314575.8570137
6311192.695701948
22577152.214286305
30526494.29353737
22433307.435798816
9641938.278414525
21365563.69638702
20596715.042897243
12333551.271644562
6322622.20369917
6810520.749964003
17325578.49323949
8032645.883979726
19096666.855955336
8013907.584652726
35587552.2733029
42985772.67224485
4264807.403588773
34577846.41835195
19876899.936712712
20759428.930590242
6854292.475869095
27171201.58904064
29261681.3732603
27023469.71328385
10814293.453508077
22997800.832267284
70272703.04236017
12263422.329056358
74275506.54824997
14072415.995710433
9066752.48210418
26758825.887308557
16123474.153777849
58100622.94435579
89577273.87269449
53723041.98744929
9737410.477197843
19902703.89946039
26906481.0725764
15377613.354611086
22093464.405760877
57704968.7813518
12569693.539211098
17301913.389462486
12756434.631647639
6034694.128608247
12780039.847162152
37105392.496800035
21260789.0632526
44539671.37064609
15936268.179163408
28982622.649106603
13218415.108937025
14074949.040995708
10641028.897387737
14716817.00465142
33810945.64523921
15114785.110690664
7096870.613118681
40147713.661123425
9388012.526083652
27727997.018937528
7551273.476332284
20500234.68463038
9361008.226602077
34056366.60094307
24639768.09445257
18213959.93005968
18916976.61997775
17299808.324383266
14344160.281345973
38422752.00594376
23401463.170604665
6173668.722919875
15291952.914375676
35411352.50369745
1151374.914840717
11534494.078797651
77137821.22649184
41798055.22633271
4856912.952527069
13111592.581452046
30995133.33323966
98572147.09553467
36548791.24220009
9568949.02571206
7249786.317446928
30231061.87453126
12616060.700334046
5096583.288752064
44364399.71634997
40719992.68602877
16945667.091492273
23049765.005461007
7603550.886621839
7306325.147830179
4945605.602286379
12009990.695629941
2129816.6633128775
66081983.14772444
21040223.539212063
11967069.539544987
12885298.772644239
64708571.94031928
29054415.89475006
83865300.63772097
1680249.121936948
39199895.179232
19073372.565415204
82641755.75754832
37549803.29360578
