BestStrategy,Net CAGR,Net Sharpe,Alpha(ann),Beta,AnnVol,MaxDD
MAX_RETURN_NET,0.12588218972488296,0.764763280264309,0.026218199255320762,0.9415498436273853,0.1646028162876452,-0.5388882737389273
