Period,Label,BestStrategy,CAGR_Best,CAGR_SPY
2000-03-01–2002-10-31,Dot-com bust,MAX_RETURN_NET,0.09947306578023851,-0.09485516614977896
2007-10-01–2009-03-31,GFC,MAX_RETURN_NET,-0.34286720859013464,-0.33655782942249657
2020-02-01–2020-04-30,COVID shock,MAX_RETURN_NET,-0.21499074045224842,-0.31972599072861074
2022-01-01–2022-10-31,2022 drawdown,MAX_RETURN_NET,-0.2207682229054143,-0.20895876080401254
