ann_ret,ann_vol
0.1158972564186037,0.12321327176336233
0.12961980394464262,0.1193982829200647
0.1087015777877824,0.1247379095356814
0.13132604141559956,0.11797625101534816
0.12947580972584694,0.11046070671707707
0.10403327611447685,0.1197103955237457
0.11556245861356057,0.1518105120264442
0.11545562691906451,0.13402862203546356
0.1017656147501668,0.11256838492454581
0.10892037273886465,0.12942277280714173
0.11395241810423858,0.12222897108298775
0.1607842414207229,0.17658935289477
0.14865568480705912,0.1539952358045458
0.11011043865084766,0.12783595806850992
0.12821690568043537,0.1341065953629583
0.10132519012944306,0.12846055769804068
0.11236243101891448,0.1288830579068771
0.10174258403418762,0.14276090152375925
0.11560066053544948,0.1168901140241255
0.10883161960293672,0.12120396593791677
0.11813829811897902,0.14488248580367546
0.16329381531449677,0.18750724277456032
0.11281585026190372,0.13270584191458393
0.1094485909669201,0.13151912272555744
0.13279492303761595,0.13232446403207562
0.10051761360597519,0.10359345435672464
0.1284763632575524,0.1642128472636761
0.12260117234659318,0.14525951504073945
0.10724906462724415,0.13225586902860068
0.12469131769947966,0.1321411846393239
0.10779344939516391,0.10212706264104625
0.13462342640909114,0.14722699908312661
0.09884838231021852,0.11083696896903251
0.10631900499816963,0.11871255923401441
0.14996320789795678,0.14732407404983675
0.1396048390817941,0.1589823582576042
0.12832249166446844,0.15763200820145767
0.10635679756349366,0.12583327076935721
0.12124761852407188,0.14389422035053548
0.11492790199502424,0.10683145603919607
0.11243097479237243,0.1483809609370381
0.11112065352557729,0.11943555060607082
0.12337610266542083,0.12897691168556089
0.113261584404524,0.12154378058070138
0.13612269332541663,0.14251887049078252
0.10464669407987562,0.11653926117279315
0.11703610854120962,0.12430189332609876
0.11014271141151707,0.12800856469851055
0.11603466033689018,0.13650173394093124
0.14231625293466432,0.15321163733630505
0.14335625988598194,0.13848311535760646
0.1065462826500804,0.12000159798745119
0.16579809487950087,0.16203648265013912
0.11144420540133221,0.11770842162786083
0.11233900203289546,0.1552299002353097
0.11853815047093555,0.14015627200808595
0.1124032409716482,0.13557820714743218
0.10356656804555955,0.12298307935323181
0.12401502441433024,0.11450594093276395
0.10996474055081497,0.1337745540946369
0.15579779039765712,0.16894789826151754
0.1379143503402822,0.139599688858146
0.11608277533400006,0.14120932034150496
0.11914580568927516,0.12123495918966341
0.102963825163978,0.1406018031715755
0.12038880090233113,0.13026126527790513
0.09315493497793831,0.11889063883134271
0.1071591026820668,0.12993816829037078
0.09886136492475803,0.11872180400585747
0.11192150257215905,0.11888804912680705
0.1112711744121781,0.10639917687976433
0.1082527369249169,0.12777424766785123
0.10677640024439314,0.14880114569421174
0.09359253698522339,0.12492716538504754
0.11158474995141368,0.13045737261434018
0.10354690151670304,0.11226591580420406
0.1044285923880964,0.13416219042187372
0.09979551490953019,0.11328875270475451
0.12932271929041556,0.13723876242550373
0.10835775354348798,0.1506965192565568
0.14896487632075323,0.15840661391446692
0.11158651323416362,0.13134818558243577
0.1041376345830102,0.1539384828954845
0.10057077599502628,0.10708942574344975
0.11687900138482664,0.12373044053689111
0.11172223658671769,0.13031519047803333
0.12280414743506138,0.12958956443000746
0.12767727985041807,0.1431528490534346
0.10000978262335707,0.12446526118897817
0.12144433896475024,0.1306788953377788
0.09069216949583045,0.09414936975650479
0.10657005977408436,0.12929446363976288
0.11407336478261385,0.13133034360335522
0.10205101092454424,0.1161579434978996
0.0991516326959988,0.12933098306790405
0.10373726049581669,0.10616255566780841
0.13125531338594393,0.13996883722108483
0.10257882905575846,0.12699348553064
0.11719773100581658,0.160690488930341
0.10782653692081211,0.1328456812455118
0.11655746295720112,0.11472773527948434
0.0994744185361973,0.12353362231711669
0.11844011301373263,0.14628972256068173
0.11534657911999135,0.14366572144913636
0.12022499497311251,0.12577372410557972
0.1323786310224328,0.12863471343305066
0.10609731770197066,0.12636927324611266
0.133437583822695,0.13775121109542882
0.10665899023848555,0.12978124238323774
0.10641843633726332,0.09539603328351291
0.1538366040587095,0.16585216900672714
0.09644460238458152,0.10402417955451791
0.11255881801779397,0.14467131614307477
0.11598902308254566,0.10927212060902367
0.10517020547406222,0.11911623380821769
